Weather:,518,Location:,Shannon Airport Area,,,,
,,,,,,,
Voltage,10,10,10,10,10,10,10
,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,SC14,SC16,SC18,SC22,SC15,SC17,SC24
Load:,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading
11/07/2016 22:30,0,42.6,51.8,15.4,90.6,43.4,81.5
11/07/2016 23:00,0,39.8,52.2,15.4,95.7,44.7,81.5
11/07/2016 23:30,0,37.2,51.5,15.4,86,46.1,81.9
12/07/2016 00:00,0,37.9,48.1,15.4,81.4,44.1,80.8
12/07/2016 00:30,0,36.3,49.9,15.4,73.3,41.7,80.8
12/07/2016 01:00,0,34.1,49.9,15.4,72.3,43.9,80.8
12/07/2016 01:30,0,33.9,48,15.4,76.9,43.8,80.8
12/07/2016 02:00,0,33.7,46.4,15.4,70.8,43.1,80.8
12/07/2016 02:30,0,34.1,45.1,15.4,69.6,44,80.8
12/07/2016 03:00,0,34.1,45.2,15.4,68.5,44.6,80.7
12/07/2016 03:30,0,31.7,45.5,15.4,75.6,42.1,75.7
12/07/2016 04:00,0,31.1,46.2,15.4,81.5,43.3,75.7
12/07/2016 04:30,0,30.9,46.3,17.9,75.6,42.3,75.7
12/07/2016 05:00,0,31.4,46.7,20.7,71.8,41.9,75.7
12/07/2016 05:30,0,31.1,42.1,20.7,74.5,42,74.3
12/07/2016 06:00,0,31.5,46.4,20.7,79.2,42.7,74.8
12/07/2016 06:30,0,31.2,49,20.7,80.2,42.5,76.3
12/07/2016 07:00,0,35.2,62.1,24.9,83.1,44.3,84.1
12/07/2016 07:30,0,41.5,64.3,26.4,89,49.2,85.7
12/07/2016 08:00,0,47.6,73,26.5,112.3,56.3,91
12/07/2016 08:30,0,47.3,76.2,31.4,122,61.2,92.3
12/07/2016 09:00,0,48.1,85.7,31.4,129.2,63.7,93
12/07/2016 09:30,0,47.3,85.2,31.4,124.6,60.9,95.9
12/07/2016 10:00,0,51,81.7,31.4,118.7,61.5,97.4
12/07/2016 10:30,0,48.2,82.3,31.4,123.3,65.3,95.8
12/07/2016 11:00,0,50.3,82.9,31.4,128,63.7,97
12/07/2016 11:30,0,54.2,80.4,31.4,124.1,62.9,95.5
12/07/2016 12:00,0,56.4,83.2,31.4,127.8,65.8,94.7
12/07/2016 12:30,0,56,82.7,30.9,121.7,60.8,91.4
12/07/2016 13:00,0,49.2,78.8,30.8,115,61.5,90.8
12/07/2016 13:30,0,50.4,80.5,30.8,121.2,64.2,91.2
12/07/2016 14:00,0,53.4,85.4,30.8,130.7,62.9,95.1
12/07/2016 14:30,0,50.7,86.8,30.8,128.3,63.9,90
12/07/2016 15:00,0,55.2,76.4,30.8,126.4,61.5,86
12/07/2016 15:30,0,51.8,69.2,30.8,130.4,58.6,87
12/07/2016 16:00,0,50.6,68.6,29.9,122.7,53.9,88.1
12/07/2016 16:30,0,49.8,60.6,25.6,113.9,48.1,86.8
12/07/2016 17:00,0,46.9,53.2,25.6,117.1,49.1,86.8
12/07/2016 17:30,0,42.3,49.9,24.9,114.3,50.8,83.8
12/07/2016 18:00,0,42.1,48.4,20.6,110.3,48.3,84.4
12/07/2016 18:30,0,41.3,47.7,20.6,110.8,47,88.1
12/07/2016 19:00,0,41.3,47.2,20.6,108.3,45.7,88.6
12/07/2016 19:30,0,41.7,45.4,20.6,102.8,44.5,88.4
12/07/2016 20:00,0,41.7,45.4,20.6,102.8,44.5,88.4
12/07/2016 20:30,0,40.5,43.7,15.7,97.4,45.3,88.4
12/07/2016 21:00,0,40.4,43.3,15.7,98,46.3,85.1
12/07/2016 21:30,0,40,42.7,15.7,96.1,41.6,82.5
12/07/2016 22:00,0,41.2,42.3,15.7,98.7,43.6,81.4
12/07/2016 22:30,0,38.2,44.8,15.7,97.5,42.5,81.4
12/07/2016 23:00,0,38.7,44.6,15.7,94.3,42.7,81.1
12/07/2016 23:30,0,0,42.7,0,87.8,0,0
13/07/2016 00:00,0,35.6,41.4,15.7,82.7,40.4,82.2
13/07/2016 00:30,0,35.2,42.7,15.7,77.2,41.4,82
13/07/2016 01:00,0,34.6,41.2,15.7,78.7,40.1,82.5
13/07/2016 01:30,0,34.3,39.7,15.7,79.2,39.6,81.6
13/07/2016 02:00,0,34.1,39.6,15.7,76.5,40.9,82.9
13/07/2016 02:30,0,33.9,39.6,15.7,74.1,40,82.1
13/07/2016 03:00,0,33.9,38.4,15.7,74,41,79
13/07/2016 03:30,0,30.7,38.8,15.7,73.6,40.1,79.2
13/07/2016 04:00,0,29.8,39.3,15.7,69,41.2,79.6
13/07/2016 04:30,0,30.9,38.2,15.7,70.7,40.5,76.9
13/07/2016 05:00,0,32.2,38.8,15.7,76.7,40.4,78.5
13/07/2016 05:30,0,29.1,38.4,15.7,74.7,39.5,80.3
13/07/2016 06:00,0,30.1,38.7,17.5,76.6,42,81.9
13/07/2016 06:30,0,36.2,41,21.1,78.8,42.1,81.9
13/07/2016 07:00,0,39.5,51.5,21.1,85.6,41.1,89
13/07/2016 07:30,0,42.4,57.4,22.5,93.4,48.1,92.4
13/07/2016 08:00,0,45.1,62.8,26.4,110.6,56.8,92.4
13/07/2016 08:30,0,44.2,70.3,27.6,117.6,62.9,91.5
13/07/2016 09:00,0,48,79.9,31.3,124.5,65.4,93.7
13/07/2016 09:30,0,50.7,82.4,28,124.4,66.5,92.3
13/07/2016 10:00,0,48.1,79.3,28.9,126.2,63.7,97.1
13/07/2016 10:30,0,51.2,78.9,29.1,125.8,67.2,95.1
13/07/2016 11:00,0,51.3,82.7,30.2,129.9,68.6,93.3
13/07/2016 11:30,0,52.3,90.4,29.9,130.4,70,92.8
13/07/2016 12:00,0,53.7,87.9,33.1,136.3,68.8,89.1
13/07/2016 12:30,0,52.8,83.1,30.1,139,69,89.9
13/07/2016 13:00,0,45.1,82,30.9,132.6,63.7,89.2
13/07/2016 13:30,0,47.2,83.1,31.5,139,66.7,91.5
13/07/2016 14:00,0,48.1,83.2,30.4,137.6,65.9,94.5
13/07/2016 14:30,0,49.2,82.2,30.4,133,69.4,93.1
13/07/2016 15:00,0,48.4,79.6,30.4,125.1,67.6,90.7
13/07/2016 15:30,0,51.7,76.7,30.4,123.1,68.4,87.2
13/07/2016 16:00,0,49.1,74.9,29.3,116,60.7,87.2
13/07/2016 16:30,0,48.7,67.7,26.2,106.5,55.3,87.2
13/07/2016 17:00,0,47.2,61.4,25,108.1,53.6,87.2
13/07/2016 17:30,0,43.6,59.4,25,111.3,50,88.4
13/07/2016 18:00,0,42,57.3,25,107.4,47.4,85.1
13/07/2016 18:30,0,38.5,57.9,22,100.6,49.7,87.1
13/07/2016 19:00,0,38.9,57.2,19.4,102.8,47.4,88.4
13/07/2016 19:30,0,38.5,55.7,19.4,97.6,46.4,84.3
13/07/2016 20:00,0,38.5,55.7,19.4,97.6,46.4,84.3
13/07/2016 20:30,0,42.3,56.2,19.4,92.1,46.7,88.5
13/07/2016 21:00,0,42.4,56.2,19.4,92.3,45.6,84.7
13/07/2016 21:30,0,39.1,54.7,17.8,92.3,43.6,85
13/07/2016 22:00,0,41.4,55.9,14.6,93.5,43.6,83.4
13/07/2016 22:30,0,42.9,55.1,14.6,92.8,43.1,79.9
13/07/2016 23:00,0,37.2,56.4,14.6,89.1,43.8,79.3
13/07/2016 23:30,0,36.8,54.9,14.6,82.4,43.9,77.8
14/07/2016 00:00,0,30.9,52.4,14.6,80.3,44.4,77.4
14/07/2016 00:30,0,32.2,53.6,14.6,78.5,44,78.9
14/07/2016 01:00,0,29.3,51.8,14.6,81.1,43.2,81.3
14/07/2016 01:30,0,29.3,51.3,14.6,81.4,43.1,76.7
14/07/2016 02:00,0,29.3,50,14.6,78.4,42.9,76.5
14/07/2016 02:30,0,29.3,49.4,14.6,75.3,42.5,76.5
14/07/2016 03:00,0,27.2,47.4,14.6,71.9,43.7,72.4
14/07/2016 03:30,0,24.1,47.9,14.6,76.8,41,74.4
14/07/2016 04:00,0,24.1,48.1,14.6,74,44.2,72.8
14/07/2016 04:30,0,24.1,47.5,14.6,77.6,44,71.5
14/07/2016 05:00,0,27.5,47.5,14.6,77.2,43,71.5
14/07/2016 05:30,0,25.8,44.4,14.6,77.2,42.3,71.5
14/07/2016 06:00,0,28,48.5,18.3,74.9,43.7,71.5
14/07/2016 06:30,0,30,53.5,19.9,75.2,42.4,72.1
14/07/2016 07:00,0,33.9,58.8,19.9,83.6,41.9,83.7
14/07/2016 07:30,0,37.2,62.9,20.1,88,49.3,85.6
14/07/2016 08:00,0,40,73,27,110.1,58.7,89.6
14/07/2016 08:30,0,41.2,80.1,29,117.1,63.6,92.3
14/07/2016 09:00,0,42.5,85.8,28.3,113,63.5,91.9
14/07/2016 09:30,0,47.8,85.2,30.9,113.8,64.5,94.8
14/07/2016 10:00,0,45.9,77.6,30.9,109.4,61.3,95.3
14/07/2016 10:30,0,47.1,80.4,31.1,118.4,62.5,95
14/07/2016 11:00,0,47,82,31.1,120.1,64.9,92.6
14/07/2016 11:30,0,45.5,82.3,31.1,126,66.1,94.2
14/07/2016 12:00,0,47.6,75.2,31.1,135,66.7,96.2
14/07/2016 12:30,0,49.5,73.8,31.1,133.6,64.4,96.2
14/07/2016 13:00,0,42.8,69.6,31.1,130.2,62.1,96.2
14/07/2016 13:30,0,45.6,72,31.1,132.2,66.8,96.2
14/07/2016 14:00,0,47.5,72.4,31.1,130.7,68.8,95.4
14/07/2016 14:30,0,45.2,76,31.1,133,67.3,95.4
14/07/2016 15:00,0,46.3,77.9,31.1,131.3,63.9,94.9
14/07/2016 15:30,0,49.3,77.9,31.1,133.8,63.2,93.5
14/07/2016 16:00,0,47.5,72.2,28.2,128.6,57.3,94
14/07/2016 16:30,0,43.7,59.9,26,118.3,53.1,94.3
14/07/2016 17:00,0,47.3,52.1,26,119.8,50.6,90
14/07/2016 17:30,0,44.6,51.4,24.9,117.3,50.6,88.3
14/07/2016 18:00,0,40.4,49,21.2,113.7,48.4,88.6
14/07/2016 18:30,0,39.9,48.5,21.2,105.8,48.1,84.9
14/07/2016 19:00,0,41.8,45.9,21.2,97.3,47.7,81.4
14/07/2016 19:30,0,42.9,46.2,19.2,95.4,49.2,81.8
14/07/2016 20:00,0,42.9,46.2,19.2,95.4,49.2,81.8
14/07/2016 20:30,0,47.6,47,16.3,96.5,48.2,81.9
14/07/2016 21:00,0,43,46.9,16.3,94.7,49.7,81.8
14/07/2016 21:30,0,40.7,45.8,16.3,97.2,46.7,81.7
14/07/2016 22:00,0,43.5,45.4,16.3,95,42.9,80.2
14/07/2016 22:30,0,41.5,46.3,16.3,92.9,44.2,77.1
14/07/2016 23:00,0,36.5,45.6,16.3,91.1,43.8,79.2
14/07/2016 23:30,0,35.9,43.2,16.3,84.4,44.9,77.6
15/07/2016 00:00,0,37,42.7,16.3,79.9,45.1,77.6
15/07/2016 00:30,0,36.4,42.4,16.3,80.1,43.1,76
15/07/2016 01:00,0,34.3,42.4,16.3,77.1,43,76.6
15/07/2016 01:30,0,30.6,41.8,16.3,77.2,43.7,77.2
15/07/2016 02:00,0,31.3,40.3,16.3,76,43.9,72.9
15/07/2016 02:30,0,31.7,37.8,16.3,77.6,44.7,72.9
15/07/2016 03:00,0,34.2,37.8,16.3,76.3,46.7,72.9
15/07/2016 03:30,0,31.9,38.3,16.3,79,46.4,72.9
15/07/2016 04:00,0,31.7,38.2,16.3,72.6,44.6,68.2
15/07/2016 04:30,0,31.7,36.5,16.3,73.6,44.1,70.6
15/07/2016 05:00,0,34.8,38.2,16.3,81.7,43.9,73.3
15/07/2016 05:30,0,36.6,33.9,16.3,82,40.5,73.3
15/07/2016 06:00,0,37.2,40,16.3,78.9,41.6,73.3
15/07/2016 06:30,0,41,43.7,16.3,81.8,47.5,73.6
15/07/2016 07:00,0,43,51.5,21,88.7,58.8,85.5
15/07/2016 07:30,0,45.3,53,21.6,98.3,67.1,94.8
15/07/2016 08:00,0,46.3,60.8,27.3,120.8,63.1,94.2
15/07/2016 08:30,0,48.1,69.9,28.5,121.3,69,94.4
15/07/2016 09:00,0,51.5,74.7,28.5,120.6,73.3,96.3
15/07/2016 09:30,0,54.5,77.1,29.4,121.6,67.8,94.6
15/07/2016 10:00,0,53,73.4,31.6,120.8,68.3,97.2
15/07/2016 10:30,0,53.3,73.8,31.6,125,63,98.5
15/07/2016 11:00,0,52.4,74.8,31.6,127.9,70.5,97.8
15/07/2016 11:30,0,54.9,73.8,31.6,125.8,72.6,100.1
15/07/2016 12:00,0,56.9,71.3,31,127.3,69.3,98.9
15/07/2016 12:30,0,53.4,71.4,31.1,125.4,66.8,97.1
15/07/2016 13:00,0,47.5,68.6,31.9,123.4,67.1,98.8
15/07/2016 13:30,0,49.2,68.6,30,121.4,58.1,99.7
15/07/2016 14:00,0,50.6,66.8,27.3,114.9,49.8,97.6
15/07/2016 14:30,0,51.4,66.2,27.3,113.4,53.2,92.5
15/07/2016 15:00,0,53.1,61.4,27.3,109,51.2,92.2
15/07/2016 15:30,0,53.4,55.6,27.3,100.5,49.2,94.1
15/07/2016 16:00,0,47.2,51.9,27.3,99.8,48.2,90.7
15/07/2016 16:30,0,49.6,48.6,24,98.6,47.4,91.5
15/07/2016 17:00,0,49.7,40,22.6,98.4,45,89.5
15/07/2016 17:30,0,45.3,39.8,22.6,107.5,44.4,87.8
15/07/2016 18:00,0,43.8,36.3,22.6,96.1,42.4,87.7
15/07/2016 18:30,0,40.7,36.3,20.3,86.6,40.3,90
15/07/2016 19:00,0,41.1,36.3,17.8,82.9,40.8,87.4
15/07/2016 19:30,0,39.8,36.3,17.8,80.5,40.9,87.1
15/07/2016 20:00,0,39.8,36.3,17.8,80.5,40.9,87.1
15/07/2016 20:30,0,41.4,34.9,17.8,79.9,36.6,89.9
15/07/2016 21:00,0,45.4,36,17.8,80.9,37,92.6
15/07/2016 21:30,0,45.9,35.3,17.8,77.9,36.6,89.8
15/07/2016 22:00,0,43.4,33.8,17.8,72.8,36.5,88
15/07/2016 22:30,0,40.3,37.6,17.8,68.6,37.1,87.4
15/07/2016 23:00,0,39.2,36.6,17.8,67.3,37.2,88.5
15/07/2016 23:30,0,39.2,34.2,17.8,62.3,35.9,88.2
16/07/2016 00:00,0,39.6,35.3,17.8,55.2,35.9,89.7
16/07/2016 00:30,0,38.3,35.6,17.8,53.8,36.1,90
16/07/2016 01:00,0,33.4,34.4,17.8,53.6,34.7,83.9
16/07/2016 01:30,0,33.2,34.1,17.8,54.4,35,80.6
16/07/2016 02:00,0,35.8,34.1,17.8,56.1,36,81.4
16/07/2016 02:30,0,36.3,34.1,17.8,55.1,34.5,79.6
16/07/2016 03:00,0,33.3,34.1,17.8,53.2,34.7,79.8
16/07/2016 03:30,0,33.3,32.5,17.8,53.1,35.8,77
16/07/2016 04:00,0,33.8,32.5,17.8,52.6,32.9,69.6
16/07/2016 04:30,0,36,31,17.8,50.1,32,67.3
16/07/2016 05:00,0,34,31.4,17.8,48.5,35.9,71.5
16/07/2016 05:30,0,32,28.8,17.8,39.7,32.1,71.5
16/07/2016 06:00,0,31.8,29.1,17.8,36.2,32.3,71.5
16/07/2016 06:30,0,29.6,31.2,17.8,33.5,34.5,70.1
16/07/2016 07:00,0,34,33.9,17.8,33.9,35.4,66.2
16/07/2016 07:30,0,37.1,36.3,17.8,32.8,33.5,63.2
16/07/2016 08:00,0,36.8,34.3,17.8,36.1,33.1,62
16/07/2016 08:30,0,36.6,37.7,17.8,36.1,33.1,62.6
16/07/2016 09:00,0,40.9,36.3,17.8,36.1,33.5,65.3
16/07/2016 09:30,0,41.1,35.5,17.8,36.1,33.6,65.3
16/07/2016 10:00,0,39.9,35.3,17.8,36.1,33.5,61.4
16/07/2016 10:30,0,41.3,34.8,17.8,36.1,33.3,60.9
16/07/2016 11:00,0,42.8,34.3,17.8,36.1,33.1,61.9
16/07/2016 11:30,0,42.9,33.9,17.8,33.9,33.1,64
16/07/2016 12:00,0,44,33.9,17.8,31.3,32.7,63.2
16/07/2016 12:30,0,45.2,32.4,17.8,31.3,32.5,62.3
16/07/2016 13:00,0,41.6,28.3,17.8,31.3,32.5,62.3
16/07/2016 13:30,0,42.5,28.3,17.8,31.3,32.5,62.3
16/07/2016 14:00,0,48.1,28.3,17.8,29.6,32,62.3
16/07/2016 14:30,0,44.6,28.3,17.8,26.3,28.6,62.3
16/07/2016 15:00,0,45.4,28.3,17.8,26.3,29,62.3
16/07/2016 15:30,0,44.5,28.3,17.8,26.3,29.8,62.3
16/07/2016 16:00,0,41.8,28.3,17.8,26.3,28.3,62.3
16/07/2016 16:30,0,46.1,28.3,17.8,26.3,28.3,62.3
16/07/2016 17:00,0,40.4,28.3,17.8,26.3,28.3,63.7
16/07/2016 17:30,0,39.6,28.3,17.8,26.3,28.3,62.5
16/07/2016 18:00,0,37.3,28.3,17.8,26.3,28.3,62.5
16/07/2016 18:30,0,37.5,28.3,17.8,26.3,28.3,62.5
16/07/2016 19:00,0,36.2,28.3,17.6,26.3,28.3,66.4
16/07/2016 19:30,0,38.1,28.3,12.8,26.3,28.3,67.6
16/07/2016 20:00,0,38.1,28.3,12.8,26.3,28.3,67.6
16/07/2016 20:30,0,38.7,23.3,12.8,26.3,28.3,62.2
16/07/2016 21:00,0,38.7,23.3,12.8,26.3,28.3,64.2
16/07/2016 21:30,0,37.9,23.3,12.8,26.3,28.3,67.1
16/07/2016 22:00,0,39.3,27.9,12.8,26.3,28.3,67.1
16/07/2016 22:30,0,39.2,28.8,12.8,26.3,28.3,67.1
16/07/2016 23:00,0,39.2,28.8,12.8,26.3,28.3,66
16/07/2016 23:30,0,35.2,28.8,12.8,26.3,28.3,62.4
17/07/2016 00:00,0,34.1,28.8,12.8,26.3,28.3,66.9
17/07/2016 00:30,0,34.1,28.8,12.8,26.3,28.3,66.9
17/07/2016 01:00,0,30.9,28.8,12.8,26.3,28.3,66.9
17/07/2016 01:30,0,30.8,28.8,12.8,26.3,28.3,66.9
17/07/2016 02:00,0,31.2,28.8,12.8,26.3,28.3,66.9
17/07/2016 02:30,0,31.2,28.8,12.8,26.3,28.3,62.8
17/07/2016 03:00,0,31.2,25.1,12.8,26.3,28.3,61.9
17/07/2016 03:30,0,31.2,28.9,12.8,26.3,28.3,61.9
17/07/2016 04:00,0,31.2,26.7,12.8,26.3,28.3,61.9
17/07/2016 04:30,0,33.5,24.2,12.8,26.3,28.3,63.5
17/07/2016 05:00,0,32.5,28,12.8,26.3,28.3,67.2
17/07/2016 05:30,0,32.5,24.2,12.8,26.3,28.3,67.2
17/07/2016 06:00,0,33.1,27.1,12.8,26.3,28.3,67.2
17/07/2016 06:30,0,30.9,28.1,12.8,26.3,28.3,67.2
17/07/2016 07:00,0,30.3,28.9,12.8,26.3,28.3,67.2
17/07/2016 07:30,0,30.1,27.2,12.8,26.3,28.3,67.2
17/07/2016 08:00,0,32.8,25.1,12.8,26.3,28.3,67.2
17/07/2016 08:30,0,35.4,24.8,12.8,26.3,28.3,69.5
17/07/2016 09:00,0,38.8,28,12.8,26.3,28.3,73
17/07/2016 09:30,0,39.4,28.7,12.8,26.3,28.3,70
17/07/2016 10:00,0,40,25.6,12.8,26.3,28.3,68
17/07/2016 10:30,0,43.8,26.1,12.8,26.3,28.3,68
17/07/2016 11:00,0,40.1,27.4,12.8,26.3,28.3,69
17/07/2016 11:30,0,39,26.7,12.8,26.3,28.3,68
17/07/2016 12:00,0,44,26.1,12.8,26.3,28.3,68.5
17/07/2016 12:30,0,45.9,25.9,12.8,26.3,28.3,68.3
17/07/2016 13:00,0,41.6,25.9,12.8,26.3,28.3,68
17/07/2016 13:30,0,43,25.8,12.8,26.3,28.3,65.4
17/07/2016 14:00,0,49.1,25.8,12.8,26.3,29.1,59.3
17/07/2016 14:30,0,45.4,25.8,12.8,26.3,29,59.7
17/07/2016 15:00,0,44.6,25.8,12.8,26.3,30.5,64.6
17/07/2016 15:30,0,44.5,26.8,12.8,26.3,29.5,60.9
17/07/2016 16:00,0,43.4,25.9,12.8,26.1,30.7,60.7
17/07/2016 16:30,0,43.2,25.9,12.8,21.3,28.9,62
17/07/2016 17:00,0,40.4,25.9,12.8,21.3,28.6,65.7
17/07/2016 17:30,0,42.1,25.9,12.8,21.3,28.6,66.5
17/07/2016 18:00,0,39.2,25.9,12.8,21.3,28.6,66.5
17/07/2016 18:30,0,40.3,25.9,12.8,21.3,28.6,70.2
17/07/2016 19:00,0,37.4,25.9,12.8,21.3,29.6,68.2
17/07/2016 19:30,0,38.5,25.9,12.8,21.3,32.1,67.6
17/07/2016 20:00,0,38.5,25.9,12.8,21.3,32.1,67.6
17/07/2016 20:30,0,39.8,25.9,12.8,21.3,30.6,66.3
17/07/2016 21:00,0,38.8,25.9,12.8,21.3,29.3,64.4
17/07/2016 21:30,0,39.9,25.9,12.8,21.3,29.9,66
17/07/2016 22:00,0,41,25.9,12.8,21.3,29.9,65.9
17/07/2016 22:30,0,40.1,25.9,12.8,21.3,30,64.9
17/07/2016 23:00,0,36.8,25.9,12.8,21.3,29.2,64.9
17/07/2016 23:30,0,35.8,25.9,12.8,21.3,29.2,64.9
18/07/2016 00:00,0,35.2,25.9,12.8,21.3,29.2,64.9
18/07/2016 00:30,0,35.2,25.9,12.8,21.3,29.2,67.5
18/07/2016 01:00,0,35.2,25.9,12.8,21.3,29.6,69.7
18/07/2016 01:30,0,31.5,25.9,12.8,23.4,29.1,69.7
18/07/2016 02:00,0,32.2,25.9,12.8,26.1,29.1,69.7
18/07/2016 02:30,0,32.2,25.9,12.8,26.1,29.1,66.1
18/07/2016 03:00,0,32.2,25.9,12.8,26.1,29.1,64.5
18/07/2016 03:30,0,32.2,25.9,12.8,26.1,29.1,63.4
18/07/2016 04:00,0,32.2,25.9,12.8,26.1,29.1,59
18/07/2016 04:30,0,32.2,25.9,12.8,27.8,29.1,63.7
18/07/2016 05:00,0,32.3,26.8,16.9,33.9,29.1,69
18/07/2016 05:30,0,32.9,27.8,17.8,38.7,29.6,68.3
18/07/2016 06:00,0,33.8,30.5,17.8,39.8,29.5,66.2
18/07/2016 06:30,0,36,32.2,17.8,40.3,31.1,69.9
18/07/2016 07:00,0,41.8,42.5,19,76.3,33.8,82.5
18/07/2016 07:30,0,46.1,44,22.6,78.7,41.2,83.8
18/07/2016 08:00,0,47.2,54.7,26.3,99.8,51.3,85.2
18/07/2016 08:30,0,46.8,68.5,29.7,109.1,59,85.1
18/07/2016 09:00,0,51.3,75.2,27,109.8,57.6,85.8
18/07/2016 09:30,0,52,81.9,27,107.2,57.9,85.1
18/07/2016 10:00,0,50.8,77.6,28.7,103.7,56.5,89.3
18/07/2016 10:30,0,53.3,80.4,29,111.5,59.2,91.2
18/07/2016 11:00,0,51,80.6,29.1,123.9,58.3,89.6
18/07/2016 11:30,0,56.7,81.7,28.5,135.6,64.9,90.2
18/07/2016 12:00,0,57.1,81.3,30.8,133.2,65.6,90.2
18/07/2016 12:30,0,56.8,78,30.8,133,64.5,87.5
18/07/2016 13:00,0,50.7,72.6,28.8,128.5,60.3,87.8
18/07/2016 13:30,0,53.7,75.3,30.3,134.1,62.6,90.7
18/07/2016 14:00,0,56.9,80.5,28.3,133.7,64.9,90.7
18/07/2016 14:30,0,54.8,85,29.5,135.5,63.1,91.5
18/07/2016 15:00,0,55,86.9,28.9,129.5,61.2,92.5
18/07/2016 15:30,0,56.3,83.8,28.6,129.6,61.9,89
18/07/2016 16:00,0,55.4,74.8,27.5,128.3,56.3,85.1
18/07/2016 16:30,0,52.7,65.7,27.5,115.4,49.4,89.1
18/07/2016 17:00,0,47.8,59.1,27.5,114.5,48.3,87.2
18/07/2016 17:30,0,44,55.8,22.5,112,46.3,85.7
18/07/2016 18:00,0,41.8,52.8,22.3,117.8,45.8,85.7
18/07/2016 18:30,0,41.9,51.1,22.3,108.9,43.7,82.8
18/07/2016 19:00,0,40.2,48.8,21.6,99.2,45.3,79.9
18/07/2016 19:30,0,42,48.3,17,100.6,43.4,79.1
18/07/2016 20:00,0,42,48.3,17,100.6,43.4,79.1
18/07/2016 20:30,0,40.4,45.7,17,97.9,42.7,83.7
18/07/2016 21:00,0,39,45.5,17,102.5,43.2,84
18/07/2016 21:30,0,38.7,43.3,17,104.1,39.9,84
18/07/2016 22:00,0,44.7,45.9,17,98.3,42.1,82.7
18/07/2016 22:30,0,41.2,43.6,17,94.8,41.6,78.7
18/07/2016 23:00,0,38.4,45.7,17,91.7,40.1,76.4
18/07/2016 23:30,0,37.8,44.3,17,82.9,37.9,73.4
19/07/2016 00:00,0,39.5,41.5,17,74.5,38.1,73.9
19/07/2016 00:30,0,37.1,41.1,17,76.6,38.6,75.5
19/07/2016 01:00,0,35.6,42.6,17,82.3,40.9,78.1
19/07/2016 01:30,0,35.4,41.9,17,76.4,41.6,77.6
19/07/2016 02:00,0,35.1,41.1,17,71.8,40.6,75.1
19/07/2016 02:30,0,35.1,41.2,17,77.6,39.9,73.2
19/07/2016 03:00,0,34.7,41.2,17,75.1,39.8,73.2
19/07/2016 03:30,0,31.1,41.3,17,73.5,40.9,72.5
19/07/2016 04:00,0,32.5,39.9,17,71.9,40.5,68.2
19/07/2016 04:30,0,32.6,39.7,17,67.6,41.2,73.3
19/07/2016 05:00,0,34.8,39.6,17,71.3,40.5,73.3
19/07/2016 05:30,0,34.4,38.9,17,77.7,38.1,74.6
19/07/2016 06:00,0,39.4,42.2,17,80.2,40,78.3
19/07/2016 06:30,0,40.3,44,17,79.1,39.2,81.1
19/07/2016 07:00,0,43.6,56,19.1,96.8,38.8,89
19/07/2016 07:30,0,43.8,63.4,22.5,106.4,45.6,89.1
19/07/2016 08:00,0,48.4,73.5,26.3,121.2,55.8,96.6
19/07/2016 08:30,0,47.8,90,27.7,135.5,58.5,93
19/07/2016 09:00,0,51.5,92.5,29.2,135,59.1,94.8
19/07/2016 09:30,0,53.4,90.4,29.5,138.9,60.7,96.5
19/07/2016 10:00,0,58.1,87.4,29.1,132.2,60.9,97.4
19/07/2016 10:30,0,53.9,93.8,33,141.4,62.4,95.9
19/07/2016 11:00,0,51.1,91.8,32.8,140.2,58.8,99.3
19/07/2016 11:30,0,52,89,32.8,148,59.4,97
19/07/2016 12:00,0,50.8,87.2,32.8,151.4,60.3,97.2
19/07/2016 12:30,0,45,85.9,32.8,149.1,58.9,97.2
19/07/2016 13:00,0,49.3,84.7,32.8,138.8,60.2,95.2
19/07/2016 13:30,0,50.6,83.7,32.8,144.2,59.6,94.9
19/07/2016 14:00,0,48.3,85.7,37,143.9,61.6,91.1
19/07/2016 14:30,0,51.2,85.3,35.9,145.5,62.8,91.9
19/07/2016 15:00,0,52.4,85,32.1,142,60.2,94.8
19/07/2016 15:30,0,51.7,84.4,31.7,145.2,57.1,94.8
19/07/2016 16:00,0,52.1,84.9,30.2,135.9,51.7,93.5
19/07/2016 16:30,0,48.4,77.1,26.1,126.1,53.8,89.8
19/07/2016 17:00,0,44.3,71.3,26.1,121.6,50.7,89.2
19/07/2016 17:30,0,46.6,67.6,22.5,122.1,48.3,89.2
19/07/2016 18:00,0,42.1,64.3,19.6,122.8,46.4,88.5
19/07/2016 18:30,0,41.5,65,19.6,116.8,46.9,88.1
19/07/2016 19:00,0,42,60.6,19.6,108.4,46.9,85.7
19/07/2016 19:30,0,42.4,59.4,19.6,106.9,45.4,83.8
19/07/2016 20:00,0,42.4,59.4,19.6,106.9,45.4,83.8
19/07/2016 20:30,0,43.4,60.5,19.6,113.8,45.2,82.8
19/07/2016 21:00,0,43.5,60.6,19.6,112.9,42.2,81
19/07/2016 21:30,0,43.8,59.1,17.4,110.7,42.9,78.7
