Weather:,518,Location:,Shannon Airport Area,,,,,
,,,,,,,,
Voltage,10,10,10,10,10,10,10,10
,,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,RC14,RC16,RC20,RC22,RC11,RC15,RC17,RC19
Load:,Residential,Ind/Comm,Residential,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading,Reading
24/08/2016 12:30,79.8,62.6,95.9,75,57.8,55.9,147.7,131.7
24/08/2016 13:00,75.9,62.5,92.7,74.2,58.9,56.6,145.4,132
24/08/2016 13:30,75.5,65.4,90.5,73.1,57.8,53.7,143.8,125.2
24/08/2016 14:00,75.2,65.3,92.3,72.7,58.1,51.1,145.7,123.9
24/08/2016 14:30,76.3,68.9,94,71.9,60.6,51.8,148.4,132.8
24/08/2016 15:00,73,62.9,93.7,70.6,59.4,51.1,149.9,131
24/08/2016 15:30,72.9,60.5,93.6,68.6,57.7,51,145.1,120.4
24/08/2016 16:00,77.1,56.5,93.3,71.1,57.5,54.1,144.5,129.5
24/08/2016 16:30,80.2,41.1,83.6,70.6,57.5,58,142.5,123.8
24/08/2016 17:00,82,36.5,75,73.3,58,68.2,136.8,108.9
24/08/2016 17:30,82.4,36.2,77.1,69.9,54.7,70.2,133.8,113.5
24/08/2016 18:00,84.1,28.8,71,67.2,49.5,71.3,131.3,107.4
24/08/2016 18:30,86.3,25.2,69.4,61.8,46.9,67.8,129.4,92.6
24/08/2016 19:00,83.6,24.2,66.6,60.5,44.3,63.7,126.8,87.5
24/08/2016 19:30,79.3,24.2,67,62.4,44.3,62,124.3,95.6
24/08/2016 20:00,79.3,24.2,67,62.4,44.3,62,124.3,95.6
24/08/2016 20:30,79.4,21.9,64.8,62.8,41.6,67.5,124.1,65.3
24/08/2016 21:00,86.9,25.2,66.5,69.6,45.2,79.9,123.5,67.6
24/08/2016 21:30,85.9,25.2,61.8,71.1,44.5,77.6,121.2,71.7
24/08/2016 22:00,79.4,25.2,59.2,66.7,41.7,70.1,119.2,76.2
24/08/2016 22:30,72.1,25.2,59.6,66.7,39.3,66.3,118.5,63
24/08/2016 23:00,64,21.9,56.1,65.5,38.1,58.9,125.1,59.6
24/08/2016 23:30,59.3,22.4,53.4,62.4,34.1,52.2,124.1,63.6
25/08/2016 00:00,55.6,22,50.4,58.6,34.1,42.8,126.1,69.5
25/08/2016 00:30,50.2,22.3,48.8,57.1,31.2,42.7,122.6,60.7
25/08/2016 01:00,44.4,22.5,48.1,57.1,28.9,38,125.4,57.5
25/08/2016 01:30,44.4,22.5,48.9,57.1,28.9,37.3,126.4,57.9
25/08/2016 02:00,44.4,22.7,47,57.1,28.9,37.3,122.9,64
25/08/2016 02:30,43.7,22.7,46.3,57.1,28.9,34,119.5,68.6
25/08/2016 03:00,39.3,22.7,44.4,57.1,28.9,33.9,119.4,62
25/08/2016 03:30,39.3,22.4,44.9,57.1,28.9,32.2,123.8,57.9
25/08/2016 04:00,39.3,21.6,45.3,61.7,28.9,34.5,126,59.7
25/08/2016 04:30,40.5,22.2,45.9,66.4,28.9,31.2,124.5,70.3
25/08/2016 05:00,41.8,22.8,46.2,70,28.9,31.2,120.5,69.1
25/08/2016 05:30,45.1,23.3,49.4,72.9,28.9,35.5,120.4,66.6
25/08/2016 06:00,48.7,27.3,50.4,76.4,33.6,37.5,119.4,72.8
25/08/2016 06:30,47.2,29.4,53.7,72.6,33.8,37.5,121.4,78.6
25/08/2016 07:00,60.9,33.3,58.4,71.9,33.9,47.4,130,91.5
25/08/2016 07:30,65.6,43.2,66.7,71.6,33.8,44.5,133.3,100.6
25/08/2016 08:00,69,57.7,79.7,73.2,38.1,51.2,142.6,106.2
25/08/2016 08:30,74.3,60.2,88.7,76.3,40,49.3,149.3,106.1
25/08/2016 09:00,78.7,62.8,93.3,78.5,50.8,55.7,150.8,122
25/08/2016 09:30,81.3,64.1,91.1,78.6,53.4,50.4,155.2,126.3
25/08/2016 10:00,79.3,60.9,93,84.3,56.6,52.9,151.8,118.7
25/08/2016 10:30,80.4,63.6,93.5,80.8,56.7,49.1,149.7,120.6
25/08/2016 11:00,80.7,66.1,94.4,83.3,58.5,49.9,150.6,131.7
25/08/2016 11:30,78.2,65.5,95.6,79.7,57.2,48.9,151.6,134.9
25/08/2016 12:00,76.5,60,97.2,76.5,60.1,48.2,153.6,123.3
25/08/2016 12:30,75.1,58.7,98,77.8,60.1,51.2,156.9,124.5
25/08/2016 13:00,73.4,60.3,90.8,76.4,59.8,53.7,151.9,135.3
25/08/2016 13:30,73.3,59.2,89.6,73.9,59.2,47,152.9,135.1
25/08/2016 14:00,74.9,58,94.1,72,59.3,49.3,150.8,119.7
25/08/2016 14:30,73.7,58.1,93,76.3,60.2,50,151.1,122.2
25/08/2016 15:00,72.4,55.1,93.1,72.3,60.2,50.3,152.7,127.6
25/08/2016 15:30,75.7,56.2,93.7,73.9,59.5,49.4,156.1,119.2
25/08/2016 16:00,80.1,53.6,89.7,72.1,59,56.2,152.1,110.3
25/08/2016 16:30,85.6,41.6,87,71.3,58,61.6,146.3,109.8
25/08/2016 17:00,88.2,33.1,78.2,70.2,56.7,72.7,143.2,115.2
25/08/2016 17:30,90.2,29.2,76.8,66.3,56,77.2,141.8,107.2
25/08/2016 18:00,91.2,25.6,72.8,61.2,57.3,77.7,141.8,90.4
25/08/2016 18:30,87.7,22.9,71.4,63.2,52.6,71.7,135.7,85.8
25/08/2016 19:00,81.8,22.9,67.2,64.1,50.1,73,131,96.7
25/08/2016 19:30,80.5,22.9,64.6,63.4,49,66.6,120.1,95.4
25/08/2016 20:00,80.5,22.9,64.6,63.4,49,66.6,120.1,95.4
25/08/2016 20:30,88.2,23.1,64.9,66.2,44,70,108.2,69.7
25/08/2016 21:00,93.1,22.2,64.1,71.5,46.6,80,107.7,79.9
25/08/2016 21:30,89.4,22.3,64.8,68.9,43.8,77.6,107.2,85.7
25/08/2016 22:00,84.3,22.3,60.2,64.5,42.8,70.2,105.5,79.9
25/08/2016 22:30,75.1,22.3,59.1,64.4,40.9,68,105.9,64.6
25/08/2016 23:00,68,19.4,58.8,61.5,38.1,60.9,105.4,68
25/08/2016 23:30,61.1,17.5,56.3,61,37.1,50.4,106.1,75.1
26/08/2016 00:00,54.2,19.7,53.7,56.2,32.9,47.7,106.6,64.1
26/08/2016 00:30,51.8,17.2,49.7,57.6,32.3,43.1,104.5,58.6
26/08/2016 01:00,47.1,19.8,47.9,57.8,32.3,40.6,104.5,60.1
26/08/2016 01:30,47.1,17.6,49.4,55.6,32.3,35.5,107,71.3
26/08/2016 02:00,44.3,17.6,47.1,55.9,32.3,34.4,102.1,71.8
26/08/2016 02:30,42.1,18.7,46.8,55.6,31.6,34.5,102.5,57.2
26/08/2016 03:00,42.1,17.7,46.2,55.6,27.1,33.8,104,57.7
26/08/2016 03:30,42.1,17.9,45.8,57.1,27.2,33.8,103.3,65.6
26/08/2016 04:00,42.1,17.8,46.1,63.4,26.9,33.8,103.1,70.5
26/08/2016 04:30,42.1,18.8,45.2,68.3,27,31.9,104.3,65.5
26/08/2016 05:00,42.1,18.8,46.7,72.1,32.5,31,103,57.9
26/08/2016 05:30,42.9,22.4,48.2,77.5,32.5,33.3,101.6,62.4
26/08/2016 06:00,50.7,24.5,52.3,82.1,33.3,36.6,105.1,85.7
26/08/2016 06:30,50.3,25.1,50.4,80,33.6,38.1,103.7,79
26/08/2016 07:00,60.3,32.1,56.2,80.5,35.5,44.6,113.2,80.7
26/08/2016 07:30,64.3,42.8,62.1,79.5,37.3,45.8,115.6,87.1
26/08/2016 08:00,72.8,54.4,77.5,79.8,40.3,52,120.4,118.5
26/08/2016 08:30,77.8,55.1,92,79.1,43.6,48.6,126,121.8
26/08/2016 09:00,79,57.1,94.3,80.7,51.7,53.2,125.4,120
26/08/2016 09:30,81.2,57,94.8,84.5,53.6,49.9,126.5,118.4
26/08/2016 10:00,81.7,56.2,90.7,89.6,55.7,52.4,125.4,119.4
26/08/2016 10:30,76.8,59.4,91.8,84.2,57.7,50.8,128.3,126.8
26/08/2016 11:00,78.7,57.8,94.4,82.2,58.2,54.4,130.3,120
26/08/2016 11:30,75.8,59.4,97.2,77.3,58.6,49.6,134.7,118.4
26/08/2016 12:00,73.9,58.1,96.1,75.9,59.4,55.6,129,120
26/08/2016 12:30,78.2,59.4,95.4,75,59.1,52.7,127.7,129
26/08/2016 13:00,76.1,60.5,90,74.4,58.7,55.1,128.5,130
26/08/2016 13:30,75.8,72.4,88.2,74.8,58.6,53.1,126.6,116.9
26/08/2016 14:00,79.3,58.4,91.9,73.8,58.8,49.3,120.3,117
26/08/2016 14:30,78.8,55.3,93.1,69.6,59.5,51.2,114.7,127.7
26/08/2016 15:00,78,53.7,89.1,68,60,47.2,113.4,111.2
26/08/2016 15:30,74.2,47.4,84.3,70.2,58,52.9,110.6,111.4
26/08/2016 16:00,76.9,39.2,78.1,73,61.4,54.7,109.6,118.6
26/08/2016 16:30,81.6,31.4,72.3,70,58.6,55.3,102.3,123.5
26/08/2016 17:00,84.3,26,69.5,67.6,58,64.1,100.9,113.2
26/08/2016 17:30,86.4,24.1,65.5,65.3,56.5,67.3,99.7,108
26/08/2016 18:00,88.8,23.6,62.2,62.3,55.7,65.1,99.4,92.7
26/08/2016 18:30,88.7,22.8,58.7,63.1,53.5,61.1,98.2,90.1
26/08/2016 19:00,83.5,20,56.6,62.7,54.4,58.6,96,87.3
26/08/2016 19:30,83,19.8,57,64.7,51.5,61.5,96.5,87.9
26/08/2016 20:00,83,19.8,57,64.7,51.5,61.5,96.5,87.9
26/08/2016 20:30,85.3,19.8,57.8,67.6,48.7,69.5,95.6,68.5
26/08/2016 21:00,87.2,19.8,55,71.2,49.6,71.9,95.1,76
26/08/2016 21:30,86.4,19.8,55,69.5,48.5,72,94.2,79.5
26/08/2016 22:00,80.3,19.8,53.3,67.6,44.5,65.4,94.3,80.1
26/08/2016 22:30,73.9,19.8,52.3,66.9,42.2,60.8,93.5,76
26/08/2016 23:00,69.1,19.8,51.5,64.3,39.6,58,92.4,64.3
26/08/2016 23:30,63.7,19.8,48.5,65.1,36.3,51,91.9,66
27/08/2016 00:00,61.7,19.8,44.5,61.1,36.3,51.9,91.4,68.6
27/08/2016 00:30,54,19.8,42.6,57.7,36.3,44.9,91.5,69.4
27/08/2016 01:00,50.7,19.8,41.6,57.7,35.6,41,90.4,60.9
27/08/2016 01:30,48.2,19.8,40.5,57.7,32.5,38.3,89.6,57.7
27/08/2016 02:00,43.9,19.8,41.6,57.7,32,38.3,90.9,66.8
27/08/2016 02:30,42.8,19.8,39.9,57.7,32,34.3,90.6,69.2
27/08/2016 03:00,42.8,19.8,38.5,57.7,31.4,35,90.6,69.7
27/08/2016 03:30,42.8,19.8,38.8,57.7,31.4,33,90.2,59.3
27/08/2016 04:00,42.8,19.8,39.7,64,31.4,33,89.6,55.8
27/08/2016 04:30,42.8,19.8,38.3,68.5,29.7,33.2,89.4,64.5
27/08/2016 05:00,42.8,19.8,38.8,71.1,32.3,32.8,89.7,68.4
27/08/2016 05:30,47.5,19.8,41.5,73.3,32.3,32.8,88.8,69.1
27/08/2016 06:00,46.5,20,42.1,77.8,33.5,37.2,88.6,62.6
27/08/2016 06:30,43.7,18.9,39.3,78.5,32.6,29.1,87.8,56.6
27/08/2016 07:00,51,22.8,39.3,77.4,32.6,29.6,91.5,62.9
27/08/2016 07:30,58.9,25.1,40.9,80.4,32.6,36.1,89.9,68.5
27/08/2016 08:00,64,27.5,47.6,70.1,36.3,40.6,90.3,61.1
27/08/2016 08:30,70.8,31.8,52.7,68.9,37.6,43.4,90.1,56.9
27/08/2016 09:00,78.4,31.8,54.4,70.3,45.7,52.9,94.2,58.9
27/08/2016 09:30,83.5,29.9,56.9,75.2,48.3,56.5,94.7,73.9
27/08/2016 10:00,82.8,30.2,56.8,78.2,51.9,60.1,95.1,67.8
27/08/2016 10:30,84.8,30.8,56,82,53.2,61.2,95.9,57.9
27/08/2016 11:00,84.7,30.8,58.5,82.2,53.3,60.4,96.4,60
27/08/2016 11:30,84.2,30.8,56.2,73.3,53,61.3,95.6,70.9
27/08/2016 12:00,81.9,28.7,57.1,68.7,53.8,61.4,95,67.5
27/08/2016 12:30,85.1,26.7,56.3,68.5,52.8,61.9,94.5,52.7
27/08/2016 13:00,82.3,27,59.3,67.2,52.4,61.2,93.5,54.5
27/08/2016 13:30,84.7,25.4,53,65.1,52.5,59.2,93.9,66.6
27/08/2016 14:00,87.3,24.8,50.9,65.5,53.1,60.4,95,58
27/08/2016 14:30,88.4,25.6,50.4,61.4,53.2,57.7,94,51.7
27/08/2016 15:00,85.9,24.1,49.4,62.9,53.2,57.8,91.4,55.8
27/08/2016 15:30,87.1,24.1,48.8,65.6,53.2,56.4,89.7,64.7
27/08/2016 16:00,85.7,24.1,45.7,66.1,53.6,58,88.3,57.2
27/08/2016 16:30,88.6,23.4,44.5,64.4,53.3,55.5,88,52
27/08/2016 17:00,89.2,18.9,44.9,65.8,53.3,67.8,89.7,58.8
27/08/2016 17:30,94.1,18.9,43.8,63.1,52.9,70.9,89,66.9
27/08/2016 18:00,94.4,17.9,42.6,60.5,49.5,72.7,87.6,55
27/08/2016 18:30,93.1,17.9,44.1,59.8,47.8,71,86.5,51.1
27/08/2016 19:00,87.8,17.9,43.2,60.6,43.9,68.4,85.1,54.5
27/08/2016 19:30,88.4,17.9,43.8,60.5,44.3,62.3,83.9,66
27/08/2016 20:00,88.4,17.9,43.8,60.5,44.3,62.3,83.9,66
27/08/2016 20:30,86.2,18.6,44.6,66,42.5,66.8,82.6,54.2
27/08/2016 21:00,86.2,18.7,45,69.7,42.5,71.2,84.8,63
27/08/2016 21:30,83.2,20.8,44.5,68.9,42.5,71.1,84.5,72.1
27/08/2016 22:00,77.9,18.8,44.9,65.4,41,64.9,83.6,60.7
27/08/2016 22:30,72.4,20.7,42.5,65.4,37.5,62.3,85.2,55.8
27/08/2016 23:00,68.2,22.4,41.4,65,36.8,55.5,85,61.1
27/08/2016 23:30,63.2,20.2,37.2,60,36.8,54.2,85.2,70.3
28/08/2016 00:00,61.6,22.1,37.3,57.6,36.8,51.4,85.5,59.8
28/08/2016 00:30,58.6,22.1,34.4,56.2,36.9,43.1,83.6,54.5
28/08/2016 01:00,53.9,21,34,57.4,37.7,43.1,85,58.7
28/08/2016 01:30,48.2,20.1,34.5,57.4,37.7,40.4,83.3,68.9
28/08/2016 02:00,47.9,18,34.8,57.4,37.7,37.7,82.5,61.8
28/08/2016 02:30,47.5,18.2,34.8,57.4,36.3,35.3,82.3,55
28/08/2016 03:00,43.6,18.3,34.4,57.4,33.4,35,81.4,58.3
28/08/2016 03:30,42.7,18.3,33.9,57.4,33.4,31.8,81,67.4
28/08/2016 04:00,42.7,17.9,34,58.5,33.4,32.2,81,59.7
28/08/2016 04:30,42.7,17.9,34,61.6,33.4,34.7,79.5,54.9
28/08/2016 05:00,42.7,18.8,34.2,67.9,33.4,31,78.7,56.7
28/08/2016 05:30,44.1,21.2,37.1,73.8,29,31,78.8,67.5
28/08/2016 06:00,47.8,24.4,36.2,75.4,30.7,35.2,79.6,64
28/08/2016 06:30,42.9,20,37.6,74.9,27.7,26.4,80.4,53.2
28/08/2016 07:00,46.2,20.5,36.8,72.8,29,26.4,81.6,51.3
28/08/2016 07:30,53.6,24.1,36.1,72.5,30.7,30.5,81.3,61
28/08/2016 08:00,63,27,36.8,72.1,33.1,41,81.4,60.7
28/08/2016 08:30,69.7,28.2,39.1,70.4,34.1,47.3,80.2,50.7
28/08/2016 09:00,73,27.5,42.4,75,40.4,50.4,80,52
28/08/2016 09:30,78.6,28,43.4,72.2,41.9,59.6,81.1,64.1
28/08/2016 10:00,83.3,28.9,44.3,73.2,45.1,59.7,79.4,62
28/08/2016 10:30,83.5,30.1,45.6,73.2,45.5,60.7,81.4,52
28/08/2016 11:00,83.4,28.5,45.5,70.5,46.3,68.1,83.8,53.3
28/08/2016 11:30,86.1,27.3,47,67,47.3,70,84.8,66.4
28/08/2016 12:00,87.8,27.4,46.8,64.2,47.3,69.4,86,59.1
28/08/2016 12:30,90.3,27.4,46.9,64.8,47.3,72.1,85.5,51.1
28/08/2016 13:00,85.8,26,46.5,64,47.6,68.1,85,62.8
28/08/2016 13:30,80,23.4,46.4,64,47.5,66.4,83.6,59.3
28/08/2016 14:00,79.7,26.1,44.4,63.8,47.5,62.7,83,53.6
28/08/2016 14:30,75.5,26.9,43.9,63,47.5,63.8,83.1,63.5
28/08/2016 15:00,75.3,22.4,42.3,64.5,48,62.6,83.4,56.8
28/08/2016 15:30,70.2,22.5,44.7,63.6,49.9,60.8,81.7,54.9
28/08/2016 16:00,72.1,23.2,41.9,65.6,46.9,64.2,80.9,64.4
28/08/2016 16:30,73.6,19.2,41.3,68.2,46.6,64.6,80.5,51.8
28/08/2016 17:00,75.9,19.3,42.4,68.1,47.4,68.3,80.6,55
28/08/2016 17:30,81.8,19.3,42,66.4,46.8,70.8,79.4,66.3
28/08/2016 18:00,82.2,19.3,42.5,62.7,45,70.6,79.8,61.2
28/08/2016 18:30,78.4,19.3,42.8,62.3,42.2,64,75.1,52.1
28/08/2016 19:00,77.3,19.3,42.7,60,42.8,66.5,74.2,54.6
28/08/2016 19:30,74.3,19.3,42.5,60.4,42.4,68.1,75.1,64.5
28/08/2016 20:00,74.3,19.3,42.5,60.4,42.4,68.1,75.1,64.5
28/08/2016 20:30,81.9,19.3,44.2,61.4,41.1,67.4,76.5,55.9
28/08/2016 21:00,89.5,19.3,43.9,64.5,45.1,75.6,75.5,64.5
28/08/2016 21:30,81,19.7,43.4,66.1,42.4,73,76.1,70.1
28/08/2016 22:00,75.6,20.5,41.9,63.7,41.4,68.1,74.8,59.9
28/08/2016 22:30,70.7,21.4,41.8,63.1,37.6,62.1,74.2,58.7
28/08/2016 23:00,64,21.4,40.4,61,36.9,55,74.3,64.1
28/08/2016 23:30,56.1,21.3,40.4,57.9,36.4,49.8,72.9,70.1
29/08/2016 00:00,50.5,21.1,38.2,57.6,36.7,44.7,72.9,60.8
29/08/2016 00:30,47,20.8,36.9,57.1,31.6,42.6,72.8,53.1
29/08/2016 01:00,47,20.8,36.7,59.2,31.4,38.5,73.2,60.5
29/08/2016 01:30,47,20.8,35.3,55.1,31.4,35.3,72.2,68.5
29/08/2016 02:00,42.2,21.3,37.2,55.9,31.4,35,71.9,59.8
29/08/2016 02:30,42.1,21.5,37.2,55.9,31.4,33.2,72.5,55.4
29/08/2016 03:00,42.1,21.5,37.2,56,31.4,33.2,72.4,57.4
29/08/2016 03:30,42.1,21.5,37.2,54.7,29.6,33.2,70.5,68.4
29/08/2016 04:00,42.1,21.5,37.2,59.2,30.5,33.2,69.8,62.1
29/08/2016 04:30,42.1,21.5,37.2,60.1,29.8,33.2,70.4,54.7
29/08/2016 05:00,43.4,21.9,37.8,65.6,30.8,33.2,69.8,57.6
29/08/2016 05:30,44.4,22.4,42.1,68.3,31.3,36,70.6,83.5
29/08/2016 06:00,49.3,26.4,44.1,73.7,33.8,38.5,91,83.5
29/08/2016 06:30,49.3,27,47.8,70,35.8,37.9,95.2,72.5
29/08/2016 07:00,62,35.1,52.4,75,35.8,43.8,109.3,82.5
29/08/2016 07:30,70.4,43.8,62,78.5,35.8,48.5,112.2,99
29/08/2016 08:00,72.5,52.3,78.1,80,40.1,51.9,120.3,113
29/08/2016 08:30,73.7,56.8,89.3,76.5,43.6,50.7,129.3,108.3
29/08/2016 09:00,75.9,57.4,97.9,80.4,51.6,53,128.3,109.5
29/08/2016 09:30,77.9,60.3,97.7,83.2,53.4,52.6,134.7,127.5
29/08/2016 10:00,66.8,59.9,96.5,93.1,56.8,53.6,140.3,128.5
29/08/2016 10:30,64,60.2,98.7,88.1,57.1,49.8,138,115.4
29/08/2016 11:00,75.3,61.5,99.6,84.1,59,56.6,141.2,114.2
29/08/2016 11:30,75.7,60.6,100.4,78.5,57.6,51.5,140.3,120.3
29/08/2016 12:00,77.9,60.4,103.5,76.1,60.2,54.4,138.8,128.3
29/08/2016 12:30,78,59.1,101.5,74.8,60.4,59,140.6,121.6
29/08/2016 13:00,76.6,58.5,94.9,73.4,57.5,56.6,139.3,119.7
29/08/2016 13:30,76.9,57.2,94,72.9,55.7,56.4,139.6,133.8
29/08/2016 14:00,79.7,59.9,95.7,71.8,56.7,57.9,139.9,126.2
29/08/2016 14:30,77.4,61.1,98.1,72.2,58.2,51.9,141.2,116.1
29/08/2016 15:00,73.6,61,96.5,74,57.4,54.9,139.1,122.8
29/08/2016 15:30,77.3,58.2,95.8,73.4,57.5,56,134.4,126.7
29/08/2016 16:00,77.2,60.2,91.8,74.4,57.5,62.3,137.1,118.5
29/08/2016 16:30,78.3,42,83,73.5,57.5,70.6,133.9,111.2
29/08/2016 17:00,85,33,78.2,72.5,57.5,77.5,134.1,109.3
29/08/2016 17:30,87.4,31.2,79,74,53,76.8,133.8,114.9
29/08/2016 18:00,87.9,27.3,72.2,63.7,49.9,77,130.7,100.7
29/08/2016 18:30,88.6,26.3,67.1,61.9,48,74.4,127.4,88.9
29/08/2016 19:00,84,26.2,66.3,62.3,43.8,70.8,124.7,85
29/08/2016 19:30,85.1,26.2,67.5,62.4,42.4,74.8,126.3,94.4
29/08/2016 20:00,85.1,26.2,67.5,62.4,42.4,74.8,126.3,94.4
29/08/2016 20:30,91.7,26.4,67.5,70.8,46.3,84.7,126.1,72
29/08/2016 21:00,90.8,26.4,67,72.3,44.7,86.8,121.6,77.1
29/08/2016 21:30,86.8,23.8,65.1,71.7,42.6,80.9,119.3,81.2
29/08/2016 22:00,78.1,21.5,61.8,67.6,42,70.3,121.2,70.4
29/08/2016 22:30,71.7,21.8,61.5,63.7,40.6,64.5,122.1,65.2
29/08/2016 23:00,63.7,24,58.3,63.8,36.9,54.8,122.4,66
29/08/2016 23:30,58.7,26.6,54.9,63.4,36.9,47.7,122.2,75.1
30/08/2016 00:00,52,26.8,52,60.3,36.3,46.1,123.7,62
30/08/2016 00:30,50.4,26.8,48.7,55,32.1,40.2,120.7,58.2
30/08/2016 01:00,47.6,26.8,50.7,55.5,32.1,38.8,119.6,66.2
30/08/2016 01:30,44.9,26.8,48.4,57.3,32.1,34.7,120.4,69.9
30/08/2016 02:00,44.7,26.8,48.2,57.5,32.1,33.7,117.9,62.4
30/08/2016 02:30,39.9,26.8,47.8,52.3,32.1,33.7,118.4,58.3
30/08/2016 03:00,39.9,26.1,45.4,56.1,29.1,33.7,119.2,56.3
30/08/2016 03:30,39.9,23.5,45.1,56.1,28,33.7,118.2,67.9
30/08/2016 04:00,39.9,22.4,44.8,65.3,28,33.7,118.1,70.3
30/08/2016 04:30,41.2,21.7,45.6,71,28,33.7,117.2,64
30/08/2016 05:00,43.7,21.7,49.3,75.5,28.5,33.7,114.7,57.8
30/08/2016 05:30,45.8,22.4,52,79.5,29.3,33.7,114.6,63.4
30/08/2016 06:00,49.5,27.3,52.2,80,33.8,37.3,116.5,86.3
30/08/2016 06:30,49.6,24.6,52.7,76,33.8,40.2,119,87.3
30/08/2016 07:00,62.5,33.7,56.3,78.4,33.4,47,130.3,90.1
30/08/2016 07:30,68.3,42.4,71.1,80.3,36.1,49.5,135.3,90.5
30/08/2016 08:00,73.5,53.7,87.5,76.8,40.8,60.5,139,113.8
30/08/2016 08:30,76.2,58.3,93.8,73.7,45.3,55.2,145.6,129
30/08/2016 09:00,76.4,59.3,95.2,75,51.1,60.9,145.7,128.7
30/08/2016 09:30,74.9,61.9,97.5,78.6,56,57,148.4,122.4
30/08/2016 10:00,78.2,61.4,98.6,81.2,57.3,57.8,148.5,114.1
30/08/2016 10:30,77.2,63.2,98.9,82.6,59.6,56,149.5,129.6
30/08/2016 11:00,74.9,66,98.7,82,60.7,54.6,152.7,135.1
30/08/2016 11:30,78.8,65.2,99.9,76.4,58,55.8,150.4,129.4
30/08/2016 12:00,77.6,63.3,99.3,76.8,60.3,53.8,151.4,126.5
30/08/2016 12:30,77.6,62.2,96.1,77.3,59.8,56.5,151.7,137.2
30/08/2016 13:00,76.3,60.4,96.1,74.9,58.8,57.9,152.2,128.7
30/08/2016 13:30,75.5,59.2,91.2,75,58.4,55.2,153.2,122.6
30/08/2016 14:00,74.9,60.3,95.2,71.9,59.3,53.6,154.7,131
30/08/2016 14:30,73.9,57.4,94.8,74.1,58.2,52.2,155.7,120.4
30/08/2016 15:00,73.1,57.3,94.4,72.7,61,55.4,155.3,117
30/08/2016 15:30,74.4,55.9,94.1,71.4,57.7,57.4,155.9,128.9
30/08/2016 16:00,76.1,55.9,92.3,69.6,58,61.1,156.2,116.4
30/08/2016 16:30,79.4,41.2,86.8,70.2,58.4,70,150.1,116.4
30/08/2016 17:00,84.8,31.4,81,71.4,56,78.6,146.8,116
30/08/2016 17:30,91.3,28.3,79.5,70,53.4,82.4,141.5,104.1
30/08/2016 18:00,95.8,28.3,75.3,69.3,54.4,80.3,142.7,96.9
30/08/2016 18:30,96.2,25.2,72.9,66.8,49.3,73.9,140.5,99.5
30/08/2016 19:00,92.7,25.2,69.9,65.9,45.3,76.6,143.2,87.4
30/08/2016 19:30,87.2,25.1,68.5,65.7,44.3,72.3,139.8,83
30/08/2016 20:00,87.2,25.1,68.5,65.7,44.3,72.3,139.8,83
30/08/2016 20:30,93.5,25.4,67.7,70.4,47,86.1,138.4,80.2
30/08/2016 21:00,91,25.4,66.1,70,45.5,85.6,137.7,71.5
30/08/2016 21:30,84.7,25.4,64.2,67,43.8,81.8,136.2,67.2
30/08/2016 22:00,79,25.4,62,66.3,41.2,72.3,136.5,79.3
30/08/2016 22:30,70.8,25.4,60.7,66.3,40.8,66.5,135.2,66.5
30/08/2016 23:00,61.3,25.4,59.8,63.2,37.4,55,132.1,67.1
30/08/2016 23:30,53.3,25.4,56.9,59.8,35.3,48.3,131.8,77.2
31/08/2016 00:00,49.4,25.4,55,55.2,35.3,46,133.8,62.1
31/08/2016 00:30,46.6,25.4,51.6,54.2,30.8,40.5,129.2,59.8
31/08/2016 01:00,46.6,25.4,49.4,56.2,30.4,37.5,127.9,66
31/08/2016 01:30,42.8,25.4,48.4,55.7,30.1,36.1,128.8,71
31/08/2016 02:00,40.9,25.4,47.1,54.3,30.1,33.9,127.2,60.1
31/08/2016 02:30,40.9,25.4,48.2,54.3,30.1,33.9,128.5,60.2
31/08/2016 03:00,40.9,25.4,44.9,54.5,30.1,33.4,127.9,66.2
31/08/2016 03:30,37.7,25.4,45.6,58,30.1,33.4,125.3,74.3
31/08/2016 04:00,35.9,25.4,45,62.4,30.1,33.4,126.1,61.4
31/08/2016 04:30,38.6,25.4,47.4,68.2,30.1,30.5,127.1,61.2
31/08/2016 05:00,41.7,25.4,48.3,73.3,30.1,33.7,123.3,60.3
31/08/2016 05:30,42.6,25.4,52.1,78.4,31.4,33,123.8,77
31/08/2016 06:00,48.7,28.4,52.5,81.4,34.1,37.6,124.7,81.2
31/08/2016 06:30,54.3,27.7,54.7,80.9,36.3,39.5,123.9,78.2
31/08/2016 07:00,67.7,33.3,58,78.6,36.3,50.9,134.9,82
31/08/2016 07:30,76.2,41.9,67.5,83.5,36.3,54.8,139.2,105.4
31/08/2016 08:00,77.5,53.3,87.7,90.9,39.5,55.3,145.3,106.8
31/08/2016 08:30,72.1,59.9,94.9,87.6,42.3,53.7,146.6,109.3
31/08/2016 09:00,78.1,61.5,95.5,86.9,51.4,52.6,147.1,114.8
31/08/2016 09:30,77.9,61.8,96.6,86.3,52.7,53.3,150.5,123.6
31/08/2016 10:00,77.3,60.9,95.9,91.1,54.7,52.5,145.2,112.8
