Weather:,518,Location:,Shannon Airport Area,,,,,
,,,,,,,,
Voltage,10,10,10,10,10,10,10,10
,,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,RC14,RC16,RC20,RC22,RC11,RC15,RC17,RC19
Load:,Residential,Ind/Comm,Residential,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading,Reading
17/08/2016 15:00,77.4,59.9,100.6,72.4,62.4,53.2,154.7,135
17/08/2016 15:30,76.1,58.9,94.1,70.2,60.9,57.5,153,132.8
17/08/2016 16:00,80.2,57.9,92.5,69.1,58.4,60.9,152.1,124.1
17/08/2016 16:30,80.4,43.8,87.1,69.7,59,68.7,144,115.1
17/08/2016 17:00,83.7,33.5,80.2,71,56.4,75.4,139.1,123.9
17/08/2016 17:30,86.5,29.8,77.3,68.6,55.6,80,134.9,117.1
17/08/2016 18:00,90.3,28.6,76.9,66.6,51.9,75.3,132.5,108.4
17/08/2016 18:30,89.4,26.5,72.1,65.2,49.4,70.1,131.8,103.9
17/08/2016 19:00,86.6,22.8,70.6,68.2,45.5,69.1,133.8,99.8
17/08/2016 19:30,80.2,22.8,71.9,69.9,44.5,68.3,128.4,92.5
17/08/2016 20:00,80.2,22.8,71.9,69.9,44.5,68.3,128.4,92.5
17/08/2016 20:30,83.1,22.3,65.2,67.1,40.6,70.9,123.5,82.7
17/08/2016 21:00,87.7,22.9,66.4,71.8,43.2,78.7,124.3,84.8
17/08/2016 21:30,85.6,22.2,65.5,71.4,42.2,77.7,122.7,82
17/08/2016 22:00,76.9,25.2,61.2,66.7,39.7,72.8,123.2,86.4
17/08/2016 22:30,69.7,26.2,59.6,66.6,39.7,65.8,123.1,81.1
17/08/2016 23:00,62.9,24.2,58.3,65.6,39.7,58.7,123.9,77.6
17/08/2016 23:30,57.9,23.9,56.5,61.9,38.4,52.6,124.2,68.3
18/08/2016 00:00,52.6,22.7,54.4,57.9,35.1,47.6,119.6,59.5
18/08/2016 00:30,50.1,22.1,53.4,56.5,34.4,42.9,122.1,71.9
18/08/2016 01:00,46.8,21.9,49.7,57.1,30.3,38.8,122.2,70.3
18/08/2016 01:30,44.6,22.9,48.9,57.6,30.3,37.3,122.1,71.7
18/08/2016 02:00,44.4,23,48.9,57.8,30.3,37.3,120.8,69.7
18/08/2016 02:30,39.2,23,48.8,58,30.3,36,121.3,67.4
18/08/2016 03:00,39.2,23.4,46.6,58,30.3,33.3,120.9,65.9
18/08/2016 03:30,39.2,23.5,46.4,58.1,30.3,32.5,120.9,56.1
18/08/2016 04:00,39.2,23.5,45.6,63,30.3,32.5,118.2,66.4
18/08/2016 04:30,39.2,23.5,46.9,68.4,30.3,32.5,119.2,71.8
18/08/2016 05:00,42.9,23.5,46.7,75,30.3,32.5,117.5,70.9
18/08/2016 05:30,45.1,23.4,51.6,78.8,30.3,32.5,117.8,76
18/08/2016 06:00,49.1,26.8,51.9,79.9,33.3,36.8,119.4,83.2
18/08/2016 06:30,48.6,27.9,53.4,76.6,34.1,36.8,120.3,83.6
18/08/2016 07:00,58.4,31.4,56.6,76,36.5,45.2,129.8,91.6
18/08/2016 07:30,66.2,41.3,64.1,77.8,36.5,42.2,128.5,93.1
18/08/2016 08:00,71.4,54.6,82,84.9,38.7,46.4,133.1,113.5
18/08/2016 08:30,77.2,60.8,94.2,86.3,42.3,45.7,139.4,125.8
18/08/2016 09:00,83.1,60.6,96.3,79.8,51.6,49.8,132.7,125.8
18/08/2016 09:30,83.7,57.2,96.5,79.5,52.4,46.9,136.5,127.9
18/08/2016 10:00,85.8,57.4,95.9,83.5,56.9,51,132.6,128.2
18/08/2016 10:30,85.8,59,95.9,82,58.2,50.3,136.3,125.2
18/08/2016 11:00,85.7,59.7,94.8,82.1,58.3,50.7,136.7,118.2
18/08/2016 11:30,81.9,58.9,97.8,76.5,58.6,51.9,137.6,129.1
18/08/2016 12:00,82.2,59.3,96.3,73.4,58.4,53.3,137.3,135.9
18/08/2016 12:30,79.8,59.1,97.7,75.1,59.5,53.9,131.6,136.3
18/08/2016 13:00,74.6,57.7,93.6,74.3,58.4,56.4,129.3,135
18/08/2016 13:30,76.5,56.8,94.1,74.3,58,51,128.9,121.9
18/08/2016 14:00,78.4,54.9,97,69.8,57.6,52,133,121.9
18/08/2016 14:30,79,57.6,98.5,71,58,45.5,133.1,133.3
18/08/2016 15:00,78.4,56.5,99.3,70.7,57.7,49.3,133.3,129.6
18/08/2016 15:30,76.6,55.4,95.6,70.7,58.5,52.5,134.3,118.2
18/08/2016 16:00,76.7,52.9,93.2,70.7,60.8,57.1,130.2,121.1
18/08/2016 16:30,81.9,42.2,88.2,70.7,59.3,56,123.6,125.2
18/08/2016 17:00,85.3,32.3,82.1,71,56.5,68.9,121,117.2
18/08/2016 17:30,87.1,26.7,78.4,71,56,75,117.5,113.1
18/08/2016 18:00,87.3,26.7,76.5,65.5,55.1,71.2,114.3,105.8
18/08/2016 18:30,89,26.5,78.8,64.9,51.7,69.8,113.9,99.1
18/08/2016 19:00,85.4,21.8,75.1,64.4,51.7,66.7,110,84.3
18/08/2016 19:30,84.8,21.8,71.3,66.5,50.6,66.2,108.2,92.1
18/08/2016 20:00,84.8,21.8,71.3,66.5,50.6,66.2,108.2,92.1
18/08/2016 20:30,86,22.5,69,66.7,45.8,72.5,106.7,85
18/08/2016 21:00,87.4,22.1,68.4,70.7,45.5,77.1,105.5,85.5
18/08/2016 21:30,84.9,22.8,66.7,72,44,72.5,105.5,83
18/08/2016 22:00,78.5,21.9,63,69.2,41.5,73.3,104.3,80.7
18/08/2016 22:30,71.9,21.7,61.3,67.6,38.9,66.6,104.1,70
18/08/2016 23:00,67.7,22.3,60.8,64.8,35.8,57.3,105.6,64
18/08/2016 23:30,61.1,21.6,58.2,64.6,35.8,51.8,104.6,73.4
19/08/2016 00:00,55.6,24.4,54.5,61.5,35.2,45.4,103.6,75.4
19/08/2016 00:30,52,24.9,51.5,57.8,32.4,44.2,103.6,73.7
19/08/2016 01:00,47.7,23.8,52.3,60.9,33.9,39.1,102.8,70.5
19/08/2016 01:30,47.7,23.4,50.5,58.7,29.8,38.7,103.1,68.3
19/08/2016 02:00,47.7,22.3,50.4,61.5,29.8,35.3,104.3,57.7
19/08/2016 02:30,42.9,22.6,49.6,61.2,29.8,37.5,101.9,66.2
19/08/2016 03:00,42.9,22.3,48.2,58,29.8,34.6,101.6,72.9
19/08/2016 03:30,42.9,23.7,45.9,59.6,29.8,34.6,99.8,70.5
19/08/2016 04:00,42.9,26.2,47.6,66.1,29.8,34.6,98.9,71
19/08/2016 04:30,42.9,25.5,50.5,69.1,29.8,33.6,99.9,69
19/08/2016 05:00,42.9,26.3,49.2,77.1,29.8,34.8,97.4,66.4
19/08/2016 05:30,44.8,26.3,53.2,79.6,31.1,34.8,97,62.1
19/08/2016 06:00,48.4,28.7,53.3,82.1,34.5,34.8,99.3,88
19/08/2016 06:30,48.4,28.8,55,79.5,36.1,35.9,97.1,86.3
19/08/2016 07:00,58.3,33.1,59.8,81.1,36.1,42.9,107.3,99.2
19/08/2016 07:30,63.6,42.8,65.5,82,36.1,43.3,112.6,108.2
19/08/2016 08:00,69.5,56.5,78.3,84.3,39.5,46.8,122.3,124.5
19/08/2016 08:30,73,59.4,89.3,85.6,42.4,47.9,127.9,128
19/08/2016 09:00,62.6,63,94.5,82.6,50.9,51.9,124.5,121.1
19/08/2016 09:30,65,60.1,94.5,84.9,55.2,49.3,125,123.3
19/08/2016 10:00,63.8,58.7,93.9,92.4,56.6,51.3,125.2,124.9
19/08/2016 10:30,64.7,60.3,94.3,93.5,58.7,51.1,124.7,127.5
19/08/2016 11:00,64.8,60.7,96.3,88.2,60.7,50.6,121.4,133.5
19/08/2016 11:30,66.5,60.1,98.8,86.2,59.6,50,122.2,135.5
19/08/2016 12:00,68.1,60.9,99.8,83.7,60.9,54.9,123.4,135.3
19/08/2016 12:30,64,60,97.5,81,60.7,59.2,122.2,133.2
19/08/2016 13:00,66.2,60.3,91.1,82.4,60.7,56.4,121.2,128.6
19/08/2016 13:30,63.6,58.7,92.4,75.8,60,54.6,120.6,116.8
19/08/2016 14:00,63.2,57.6,93,75.6,59.8,51.4,122.4,123.3
19/08/2016 14:30,65.5,56.2,91.5,76.6,60.1,55.7,122,129.8
19/08/2016 15:00,61.5,55.9,88.1,81.3,59.8,53.7,115.3,124.6
19/08/2016 15:30,65.7,49.4,83.1,75.5,59.6,53.7,114.6,123.9
19/08/2016 16:00,83.4,44.8,76.9,75.8,60.3,60.9,109,121.1
19/08/2016 16:30,85.5,35.8,74,74.6,60.1,57.7,103.5,120.5
19/08/2016 17:00,86.6,30.5,71,74.4,59.8,65.5,99.9,115
19/08/2016 17:30,92.3,26.3,68.3,71.2,56.5,68,99,105.3
19/08/2016 18:00,96.5,26.1,66.4,66.5,56.6,68.3,97.6,91.6
19/08/2016 18:30,94.7,25.8,63,67.1,54.4,62.7,93.2,100
19/08/2016 19:00,88.6,21.3,59.8,65.7,53.1,61.8,89.5,94.9
19/08/2016 19:30,88.1,21.3,59,65.1,50.4,62,90.7,93.9
19/08/2016 20:00,88.1,21.3,59,65.1,50.4,62,90.7,93.9
19/08/2016 20:30,83.9,21.3,60.8,66.9,48.8,64.3,89.7,78.6
19/08/2016 21:00,87,24.5,60.5,76,49.6,71.8,88.2,67.6
19/08/2016 21:30,84.8,23.7,59.9,73.2,47.2,66.2,86.1,67.4
19/08/2016 22:00,81.5,22.3,58.6,71.3,44.7,68.6,84,75.8
19/08/2016 22:30,72.5,22.9,56.6,67.9,41.2,64.3,84.5,73.9
19/08/2016 23:00,70.7,22,53.7,66.9,38.6,61.3,83.3,71.2
19/08/2016 23:30,64.9,21.2,52.4,66.2,38.4,54.5,84.2,61.9
20/08/2016 00:00,61.3,23.6,50.9,62.4,37.9,49.7,82.6,59.5
20/08/2016 00:30,56.6,22.9,47.6,61.5,35.6,45.1,81.1,72.1
20/08/2016 01:00,54.6,24.7,48.9,59.1,35.7,42.8,81.4,71.6
20/08/2016 01:30,54.6,22.5,44.9,60.1,34.6,41.8,80.3,59.1
20/08/2016 02:00,49.9,23.2,45,60.1,34.6,35.4,79.9,57.5
20/08/2016 02:30,49.2,21.2,44.4,60.1,34.6,37.5,79.5,66.3
20/08/2016 03:00,43.8,21.2,44.1,60.1,32,35.3,79.5,70.6
20/08/2016 03:30,43.8,21.6,42.9,60.5,29.8,35.5,79,56.2
20/08/2016 04:00,43.8,22.7,41.7,67.6,29.8,35.2,78.8,56
20/08/2016 04:30,43.8,21.1,42.4,72.6,29.8,34.9,78.4,60.2
20/08/2016 05:00,43.8,22,43.8,75.8,29.8,34.9,77.6,72.1
20/08/2016 05:30,46.5,26,44.7,79.6,32.7,37.1,79.2,61.6
20/08/2016 06:00,48.9,26.8,46.7,82.2,34.1,36.1,79.8,59.2
20/08/2016 06:30,44.4,26.8,44.8,80,30.4,31.7,81.5,61.3
20/08/2016 07:00,50.4,26.3,47,78.7,31.6,33.3,86.3,66.5
20/08/2016 07:30,55.9,29.5,48.1,80.4,35.3,34,87,55.7
20/08/2016 08:00,63.4,32.3,51.7,82.3,38.2,43.6,87.3,55.7
20/08/2016 08:30,71.6,33.5,57.6,89.2,39.9,47.9,87.9,61.2
20/08/2016 09:00,82.4,32.1,58.2,85.8,46.7,49.7,87.8,68.9
20/08/2016 09:30,85.7,34.8,59.9,79.8,48.5,56.5,90,57
20/08/2016 10:00,90.8,33.5,63.1,84.8,52,54.5,90.1,58.5
20/08/2016 10:30,90.8,36.1,61.8,88.3,52,56.8,92.4,69.5
20/08/2016 11:00,90.2,34.1,64.2,89.6,53.4,60.3,91.3,59.7
20/08/2016 11:30,90,34.5,61.3,79.2,53.1,59.6,90.4,57.6
20/08/2016 12:00,87.7,34.5,60.5,74.8,53.5,69.1,89.1,60.6
20/08/2016 12:30,92.1,32.6,61.6,70.8,54.1,65.8,87.7,61.1
20/08/2016 13:00,88.6,32.5,58.7,69.3,55.1,72.5,88.3,51.6
20/08/2016 13:30,87.8,32.4,56.6,67.2,54.4,68.9,89,57.3
20/08/2016 14:00,87.4,31.5,55.5,66.9,53.9,62.7,89.3,55.6
20/08/2016 14:30,86.8,31.4,51,64.7,55.4,66,89.8,51.8
20/08/2016 15:00,87.6,27,51,67,57.1,65.7,88.6,51
20/08/2016 15:30,88.4,26.3,47.6,63.2,56.4,61.9,86.4,61.8
20/08/2016 16:00,85.3,26.3,47.9,63.7,55.3,62.3,87.4,52.9
20/08/2016 16:30,87.1,26,46.3,67.6,55.3,63.2,87,51.4
20/08/2016 17:00,93.4,21.4,46.3,71,54.5,73.5,86.1,57.1
20/08/2016 17:30,90,21.4,47.2,70.5,51.1,75.4,85.7,59.2
20/08/2016 18:00,93.6,20.9,45.1,63.3,47.7,74.9,84.5,50.6
20/08/2016 18:30,90.7,19.1,45.6,60.5,46.1,69.9,84.1,50.9
20/08/2016 19:00,89.3,16.5,45.5,59.9,45.8,67.8,83.2,51.1
20/08/2016 19:30,92.9,17.2,45.5,62.5,44.2,67.7,82.6,63.4
20/08/2016 20:00,92.9,17.2,45.5,62.5,44.2,67.7,82.6,63.4
20/08/2016 20:30,91.6,20.6,45.6,62.8,41.7,68.6,81.4,52.8
20/08/2016 21:00,89.8,22.4,45.7,70.6,44.4,72.8,81.7,57.3
20/08/2016 21:30,87.2,22.4,45.9,72.9,43.4,72.7,81.5,67.4
20/08/2016 22:00,81.1,22.4,44,70.7,42.9,66.6,79.8,56.8
20/08/2016 22:30,77.5,22.4,42,68.8,40.3,63.5,79.4,58.5
20/08/2016 23:00,71.1,22.4,40.5,67.6,37.6,59,80.6,58.1
20/08/2016 23:30,65,22.4,39.6,65.9,37.4,54.7,79.6,67.2
21/08/2016 00:00,61.5,22.4,37.2,64.5,35,53.8,79.5,56.1
21/08/2016 00:30,57.4,22.4,37,65.6,35,47.4,79.8,54.7
21/08/2016 01:00,52.1,22.4,35.4,65.6,34.1,45.5,80.1,56.8
21/08/2016 01:30,50.4,22.4,35.1,65.6,32.6,41.4,80,67.1
21/08/2016 02:00,46.9,22.4,34.6,65.6,35.7,40,81.1,55.9
21/08/2016 02:30,46.9,22.4,34.4,63.8,33.1,36.8,80.4,54.9
21/08/2016 03:00,46.9,22.4,35.7,60.7,32.8,36.8,80.8,56.2
21/08/2016 03:30,46.9,22.4,35.3,61.4,32.8,32.4,81.3,65.9
21/08/2016 04:00,44.3,22.4,35.3,64.7,32.8,31.3,78.2,55.8
21/08/2016 04:30,41.6,22.4,34.9,68.5,29.3,35.4,75.9,55.5
21/08/2016 05:00,46.7,22.4,35.4,73.7,27.8,33.6,75.5,55
21/08/2016 05:30,46.7,22.5,38.4,76.7,27.8,34.4,74.4,63.5
21/08/2016 06:00,46.7,22.7,37.4,77.6,27.8,32.6,76.2,58.7
21/08/2016 06:30,45.4,24.1,36.3,80.1,27.8,27.8,75.1,54.3
21/08/2016 07:00,46.4,27.6,36.4,81.1,27.8,28.5,78,51.4
21/08/2016 07:30,53.3,29.3,35.7,80.5,27.8,33,76.4,55.5
21/08/2016 08:00,64.1,32.6,36.8,74.9,32.5,37.7,76.8,61.1
21/08/2016 08:30,69.1,32.6,38.3,76.6,32.8,44,80.3,50.7
21/08/2016 09:00,72.8,32.8,39.7,76.1,37.5,47,80.4,50.9
21/08/2016 09:30,80.3,34.4,42.6,74.5,39.3,52.4,79.9,52.3
21/08/2016 10:00,82.4,33.8,44.8,79.5,42.1,63.7,79.7,64.2
21/08/2016 10:30,83.8,32.7,45,78.6,44.5,60.9,82.1,53
21/08/2016 11:00,87.7,29.9,45.8,71.8,43.7,66.3,81,52.9
21/08/2016 11:30,88.1,33.8,44.9,69.8,44.6,72.1,81.5,52.9
21/08/2016 12:00,90,34.6,45.4,67.6,48,73.5,82.1,64.3
21/08/2016 12:30,90,33.9,44.8,69.5,48.3,72.7,82.3,52.2
21/08/2016 13:00,91.1,29.6,45.5,67.3,47.5,77.3,84.3,52
21/08/2016 13:30,89.1,29.3,46.1,64.1,47.3,75.3,83.9,53.1
21/08/2016 14:00,85.6,28.8,47.9,64.3,47.2,70,83.4,65.6
21/08/2016 14:30,86.5,28.8,47,59.7,49.2,73.5,83.9,51.8
21/08/2016 15:00,83.3,28.8,44.5,59.7,51.2,78.6,84.5,51.4
21/08/2016 15:30,82.7,28.8,44.6,68.4,51.8,76.6,83.7,55.9
21/08/2016 16:00,82.9,28.8,41.9,70,49.5,75.4,82.9,59.2
21/08/2016 16:30,80.2,26,41.8,72.8,49.7,75.9,83.1,54.7
21/08/2016 17:00,87.5,23.2,40.5,77.9,50.5,78.5,83,51.8
21/08/2016 17:30,88.3,22.5,43.2,73.5,48.4,80.2,83.8,59.8
21/08/2016 18:00,91,17.5,44.7,72,46,80.3,84.3,56.8
21/08/2016 18:30,88,17.5,44.2,68.7,41.7,76.2,81.6,50.6
21/08/2016 19:00,87.4,17.5,43.6,68,41.7,70.9,80.5,52
21/08/2016 19:30,87.4,17.5,42.7,68.1,41.7,74.4,79.4,63.3
21/08/2016 20:00,87.4,17.5,42.7,68.1,41.7,74.4,79.4,63.3
21/08/2016 20:30,87.2,17.7,45.5,69.4,41.8,75.2,78.8,52.5
21/08/2016 21:00,89.4,21.5,48.2,74.5,44.1,81.3,78.8,56.7
21/08/2016 21:30,83.7,21.9,45.7,74.3,42.4,78.1,78.3,63.7
21/08/2016 22:00,77.2,21.9,45.8,73.9,40.7,71.1,77.5,66
21/08/2016 22:30,69.5,21.9,44.1,71.8,37.3,64.5,76.9,58.6
21/08/2016 23:00,64.4,21.9,42.4,69.6,37.3,58,79,57.6
21/08/2016 23:30,61.2,22,41.9,69.8,37.3,53.5,76.9,65.2
22/08/2016 00:00,53.9,23.8,38.9,67.2,37.3,49,76.5,64.9
22/08/2016 00:30,52.9,21.1,36.8,62.1,33.5,44.2,76.3,57.7
22/08/2016 01:00,52.4,21.1,37.8,61.3,32.1,40.7,77.2,57.2
22/08/2016 01:30,47.1,21.1,37.6,61.1,32.1,38.7,78.1,66.8
22/08/2016 02:00,46.8,21.1,37.6,60.1,32.1,37.3,77.9,62.4
22/08/2016 02:30,42.1,21.1,38.7,60.4,32.1,36.8,77.2,56.1
22/08/2016 03:00,42.1,21.1,38.2,58.3,32.1,35.1,76.8,56.2
22/08/2016 03:30,42.1,21.1,37.2,58.5,32.1,35.1,76.3,65.6
22/08/2016 04:00,42.1,21.1,39.9,64.4,30.5,35.1,74.8,64.1
22/08/2016 04:30,44.3,21.1,38.8,68.9,27.3,33.4,77,56.5
22/08/2016 05:00,45.5,22.1,39,76.6,32.4,33,75.1,55.9
22/08/2016 05:30,44.3,26,43.3,80.4,32.7,36.2,74.7,76.1
22/08/2016 06:00,49.6,26,45.7,80.7,32.7,39.1,90.3,80.4
22/08/2016 06:30,47.9,26.1,49.5,77.3,33.6,39.4,97.7,71.2
22/08/2016 07:00,60.9,34.4,53.5,76.4,37.1,45.7,109.8,81
22/08/2016 07:30,69.3,41.7,59.9,81.8,38,44.4,112.9,97.2
22/08/2016 08:00,73.1,55.6,75.3,79.8,41.1,48.3,119,118.5
22/08/2016 08:30,76.1,58.5,85.9,79.8,43.6,51.4,132.6,105.8
22/08/2016 09:00,76.7,59.4,94.1,86.1,52.9,51.4,133.3,124.7
22/08/2016 09:30,76.7,58.2,93.9,83.7,53.6,50.1,133.6,127.7
22/08/2016 10:00,63.4,57.4,91.7,86.1,56.2,52.2,129.4,130.2
22/08/2016 10:30,60.3,59,95.5,86.8,55.8,57.8,131.2,127.3
22/08/2016 11:00,69.4,58.9,97.9,87.5,56.7,53.9,132,125.6
22/08/2016 11:30,77.1,60.7,95,80.1,57,57.5,134.5,116.3
22/08/2016 12:00,79.9,58.7,95.6,74.8,57.7,58.5,137.2,131.2
22/08/2016 12:30,74.8,61.9,97.3,75.8,57.4,61.7,138.5,133.6
22/08/2016 13:00,73.7,62.3,89.5,72.7,57,63.8,137.2,133.7
22/08/2016 13:30,74.1,62,89.9,72.7,57,57.4,138.1,133.5
22/08/2016 14:00,73.9,62.5,91.8,72.7,59.2,56.1,137.9,131.6
22/08/2016 14:30,72.2,63.1,92.7,71,58.1,52.9,138.4,116.8
22/08/2016 15:00,72.1,62,97.7,73.4,58.4,58,138.1,128.6
22/08/2016 15:30,70.6,61.5,95.9,67.1,59.6,54.5,139.3,132.5
22/08/2016 16:00,79.5,57.5,88.1,64.4,59.5,57.8,138.3,132.9
22/08/2016 16:30,80.1,41.7,82.2,67.5,57.2,62.6,130.4,128.2
22/08/2016 17:00,80.3,33.6,79.5,64.3,56.9,67.9,128.1,112.4
22/08/2016 17:30,83.9,29.4,78.2,62.2,55.1,74.4,125.3,109.6
22/08/2016 18:00,83.8,25.8,72.8,60,52,68,128.2,93.1
22/08/2016 18:30,84.6,25.8,70.5,59,50.5,70.5,126.5,97.8
22/08/2016 19:00,82.9,22,70.3,55.3,46.3,64.9,122.9,98.9
22/08/2016 19:30,84.8,21.5,68.8,57.9,44.5,68.4,121,94.3
22/08/2016 20:00,84.8,21.5,68.8,57.9,44.5,68.4,121,94.3
22/08/2016 20:30,84.2,21.5,65.2,64,43.6,76.8,119.7,75.3
22/08/2016 21:00,87.8,21.5,63.3,66.1,43.7,83.8,115.7,74.9
22/08/2016 21:30,83.7,21.5,64.2,66.7,43.7,76.8,115.3,82.3
22/08/2016 22:00,79.2,21.5,61.9,65.7,42.7,73.5,115.2,81.2
22/08/2016 22:30,72,21.7,60.6,62.9,38.5,65.2,115.9,76.5
22/08/2016 23:00,63.2,22.1,59.2,60.8,38.5,60,113.2,66.9
22/08/2016 23:30,58.1,22,55.9,60.9,37.7,55.8,117.4,63.1
23/08/2016 00:00,53.9,21.9,53.8,58.3,33.4,51.8,111.5,73.3
23/08/2016 00:30,51.8,21.5,54.2,58.3,33.4,46.2,112.6,70.5
23/08/2016 01:00,46.5,21.2,50.8,58.3,33.1,48.4,109.1,68.8
23/08/2016 01:30,46.1,21.1,49.2,58.3,31.2,49.9,107.4,58.3
23/08/2016 02:00,46.1,21.1,49.1,58.3,32.5,46.6,107.8,65.9
23/08/2016 02:30,46.1,21.2,47.9,58.3,28.4,43.3,109,72.1
23/08/2016 03:00,41.9,21.3,46.9,58.3,28.4,40.5,105.5,71.3
23/08/2016 03:30,40.7,21.5,46.9,59.2,28.4,39.4,105.6,72
23/08/2016 04:00,40.7,21.5,47.8,61.9,28.4,41.8,107,62.5
23/08/2016 04:30,44.7,21.2,48.2,64.6,28.4,41.8,106.8,60.7
23/08/2016 05:00,45,25,46.2,72,28.4,46.2,105.9,74
23/08/2016 05:30,46.1,25,48.6,74.7,31.3,48.3,106.7,79.1
23/08/2016 06:00,51.2,27.1,50.2,79.9,34.3,50.7,110,88
23/08/2016 06:30,49.4,27.2,50.1,80.4,35,47.4,109.6,85.5
23/08/2016 07:00,60.9,33.5,55.3,79.1,34.9,51.1,123.7,88.4
23/08/2016 07:30,63.1,43,66.3,80.9,35.3,46.4,128.4,90.5
23/08/2016 08:00,69.3,55.2,81.9,79,37.8,50.6,136,117.5
23/08/2016 08:30,73.9,58.8,93.2,79.5,41.3,55.2,140.1,124.2
23/08/2016 09:00,74.9,62,95.7,80,51.7,55.7,134.9,130.1
23/08/2016 09:30,76.5,64.2,95.2,84.1,54.8,57.3,137.9,128.4
23/08/2016 10:00,82.1,64.4,92.8,86.7,54,56,137.5,126.8
23/08/2016 10:30,82.2,64.3,96.6,92.3,58.3,52.5,138.6,123.2
23/08/2016 11:00,78.4,65.1,96.9,89.6,58.3,58,139.6,120.6
23/08/2016 11:30,78.6,65,94,79.3,57.9,54.4,141.5,135.2
23/08/2016 12:00,79,64.4,97.5,76.5,58.6,62.4,143.7,137.2
23/08/2016 12:30,78,61.6,98.4,76.4,58.4,61.1,145.3,135.5
23/08/2016 13:00,78.3,63.9,91.7,74.2,59.3,65.4,142.9,132.2
23/08/2016 13:30,76.3,68,89.8,73.4,59.9,65,146.5,129
23/08/2016 14:00,76.4,67.4,93.3,70.4,58.9,56.9,149.7,123.5
23/08/2016 14:30,73.3,64.2,97.4,70.6,58.3,54.8,152.3,132.4
23/08/2016 15:00,72.3,60.4,94.6,69.1,58.3,54.3,152.6,131.2
23/08/2016 15:30,71.8,59.9,93.2,69.7,58.3,57.7,150.1,128.5
23/08/2016 16:00,76,56.5,91.5,67.3,58.3,60,149.7,112.4
23/08/2016 16:30,79.9,42.9,82.5,68.6,57.5,66.5,144.8,109.5
23/08/2016 17:00,84,36,79.2,66.9,58.2,74.8,138.7,110.9
23/08/2016 17:30,90.7,29,80.8,65.6,54.4,76,138,111.5
23/08/2016 18:00,89.6,25.6,76.8,66.9,51.8,76.1,135,92.9
23/08/2016 18:30,85,23.8,74,65.4,51,75.3,133.3,87.2
23/08/2016 19:00,83.5,20.8,72.8,62.2,46.7,71.1,130.9,88.3
23/08/2016 19:30,83.9,22,69.7,62.3,45.4,70,130.1,92.6
23/08/2016 20:00,83.9,22,69.7,62.3,45.4,70,130.1,92.6
23/08/2016 20:30,80.1,21.8,65.7,62.3,42.7,72,130.3,64.6
23/08/2016 21:00,89.5,26.8,65.8,69.4,44.8,86.3,130.4,79
23/08/2016 21:30,87.8,25.9,63.8,70.1,43.6,84.6,129.7,82.1
23/08/2016 22:00,83.6,23.1,62.8,68.7,41.2,76.8,130.2,69.3
23/08/2016 22:30,74.8,22.9,60.6,66.1,38,67.9,128.9,67.8
23/08/2016 23:00,67.2,23,61.2,63.5,37.1,62.9,125.5,70.5
23/08/2016 23:30,59.7,22.5,55.9,62.4,36.1,55.9,124.7,77.7
24/08/2016 00:00,54.8,22.9,53.5,57.9,33.3,47.2,127.1,71.1
24/08/2016 00:30,51,23,51,57.5,32.5,44,127,63.6
24/08/2016 01:00,47,23.5,47.5,57.5,31,39,126.1,56
24/08/2016 01:30,43.7,22.9,49.8,57.5,31,37.9,125.3,59.1
24/08/2016 02:00,43.7,22.6,48.6,57.5,31,37.2,125.5,69
24/08/2016 02:30,43,22.6,46.4,57.5,31,35.2,124.5,67.3
24/08/2016 03:00,38.4,22.6,42.9,57.5,31,34.3,118.9,57.9
24/08/2016 03:30,38.4,22.6,44.5,57.5,31,34.3,116.7,56.5
24/08/2016 04:00,38.4,22.6,46.2,62.8,31,31.5,121.6,66.1
24/08/2016 04:30,43.9,22.6,43.9,68.9,31,32.9,119.3,69.5
24/08/2016 05:00,44.1,22.8,45.1,71.9,31,34.2,118.9,71.8
24/08/2016 05:30,44.1,24.7,48.3,78,31,32.2,118.1,77
24/08/2016 06:00,50.8,27,49.3,81.4,33.3,37.5,116.1,77.8
24/08/2016 06:30,51.1,26.7,49.3,77.6,34.7,39,116.4,70
24/08/2016 07:00,62,33.6,55.2,78.7,34.6,46.6,128.5,80.6
24/08/2016 07:30,66.5,42.6,65.1,79,36.4,46.6,132.9,99.7
24/08/2016 08:00,70.8,56.2,81.7,78.3,36.7,50.2,137.1,123.1
24/08/2016 08:30,77.6,62.8,91.9,79,42.7,49.9,142.7,115.3
24/08/2016 09:00,78.9,63.3,95.7,80.4,51.7,56.4,143.3,116.8
24/08/2016 09:30,79.4,68.2,94.9,82,52.1,57.2,148.1,113.9
24/08/2016 10:00,75.5,63.5,91.5,90.1,54.8,60.6,143.2,129.6
24/08/2016 10:30,79.3,65.2,93.3,87.9,57.3,60.4,148.5,130.2
24/08/2016 11:00,78.9,65.4,96,85.5,58.4,58.7,147.3,121.4
24/08/2016 11:30,75.4,67,97.6,81.7,57.2,54.4,154.6,119
24/08/2016 12:00,77,65,99.5,77.6,59.3,53.7,149.5,128
